id,name,price,stock
7658,Light Snack Popcorn Bag,109.25,95
7659,Special Drink Juice Box,187.49,99
7660,Local Bakery Banana Bread,220.75,4
7661,Roasted Coffee Cappuccino Sticks,657.5,47
7662,Sweet Tea Jasmine Pearls,500.74,51
7663,Light Snack Trail Mix,155.24,55
7664,Special Drink Sports Drink,189.24,59
7665,Local Bakery Cinnamon Roll,180.75,63
7666,Fresh Dairy Greek Yogurt,247.74,67
7667,Classic Pantry Soy Sauce 1L,211.5,71
7668,Original Frozen Frozen Pizza,132.74,75
7669,Salted Produce Garlic Bulb,85.5,79
7670,Spicy Meat Lamb Chops,204.24,83
7671,Deluxe Bath Mouthwash,167.24,87
7672,Imported Clean Floor Wax,429.25,91
7673,Natural Office Highlighter,77.5,95
7674,Organic Tech Earphones,1575.75,99
7675,Premium Pet Cat Food 1kg,185.74,4
7676,Roasted Coffee Espresso Beans,379.25,8
7677,Sweet Tea Hibiscus Leaves,480.24,12
7678,Light Snack Popcorn Bag,112.5,16
7679,Special Drink Juice Box,190.74,20
7680,Local Bakery Banana Bread,224.0,24
7681,Roasted Coffee Cappuccino Sticks,660.75,67
7682,Sweet Tea Jasmine Pearls,503.99,71
7683,Light Snack Trail Mix,158.49,75
7684,Special Drink Sports Drink,192.49,79
7685,Local Bakery Cinnamon Roll,184.0,83
7686,Fresh Dairy Greek Yogurt,250.99,87
7687,Classic Pantry Soy Sauce 1L,214.75,91
7688,Original Frozen Frozen Pizza,135.99,95
7689,Salted Produce Garlic Bulb,88.75,99
7690,Spicy Meat Lamb Chops,207.49,4
7691,Deluxe Bath Mouthwash,170.49,8
7692,Imported Clean Floor Wax,432.5,12
7693,Natural Office Highlighter,80.75,16
7694,Organic Tech Earphones,1579.0,20
7695,Premium Pet Cat Food 1kg,188.99,24
7696,Roasted Coffee Espresso Beans,382.5,28
7697,Sweet Tea Hibiscus Leaves,483.49,32
7698,Light Snack Popcorn Bag,115.75,36
7699,Special Drink Juice Box,193.99,40
7700,Local Bakery Banana Bread,204.5,44
7701,Roasted Coffee Cappuccino Sticks,641.25,87
7702,Sweet Tea Jasmine Pearls,484.49,91
7703,Light Snack Trail Mix,138.99,95
7704,Special Drink Sports Drink,172.99,99
7705,Local Bakery Cinnamon Roll,164.5,4
7706,Fresh Dairy Greek Yogurt,231.49,8
7707,Classic Pantry Soy Sauce 1L,195.25,12
7708,Original Frozen Frozen Pizza,116.49,16
7709,Salted Produce Garlic Bulb,69.25,20
7710,Spicy Meat Lamb Chops,187.99,24
7711,Deluxe Bath Mouthwash,150.99,28
7712,Imported Clean Floor Wax,413.0,32
7713,Natural Office Highlighter,61.25,36
7714,Organic Tech Earphones,1559.5,40
7715,Premium Pet Cat Food 1kg,169.49,44
7716,Roasted Coffee Espresso Beans,363.0,48
7717,Sweet Tea Hibiscus Leaves,463.99,52
7718,Light Snack Popcorn Bag,96.25,56
7719,Special Drink Juice Box,174.49,60
7720,Local Bakery Banana Bread,207.75,64
7721,Roasted Coffee Cappuccino Sticks,644.5,8
7722,Sweet Tea Jasmine Pearls,487.74,12
7723,Light Snack Trail Mix,142.24,16
7724,Special Drink Sports Drink,176.24,20
7725,Local Bakery Cinnamon Roll,167.75,24
7726,Fresh Dairy Greek Yogurt,234.74,28
7727,Classic Pantry Soy Sauce 1L,198.5,32
7728,Original Frozen Frozen Pizza,119.74,36
7729,Salted Produce Garlic Bulb,72.5,40
7730,Spicy Meat Lamb Chops,191.24,44
7731,Deluxe Bath Mouthwash,154.24,48
7732,Imported Clean Floor Wax,416.25,52
7733,Natural Office Highlighter,64.5,56
7734,Organic Tech Earphones,1562.75,60
7735,Premium Pet Cat Food 1kg,172.74,64
7736,Roasted Coffee Espresso Beans,366.25,68
7737,Sweet Tea Hibiscus Leaves,467.24,72
7738,Light Snack Popcorn Bag,99.5,76
7739,Special Drink Juice Box,177.74,80
7740,Local Bakery Banana Bread,211.0,84
7741,Roasted Coffee Cappuccino Sticks,647.75,28
7742,Sweet Tea Jasmine Pearls,490.99,32
7743,Light Snack Trail Mix,145.49,36
7744,Special Drink Sports Drink,179.49,40
7745,Local Bakery Cinnamon Roll,171.0,44
7746,Fresh Dairy Greek Yogurt,237.99,48
7747,Classic Pantry Soy Sauce 1L,201.75,52
7748,Original Frozen Frozen Pizza,122.99,56
7749,Salted Produce Garlic Bulb,75.75,60
7750,Spicy Meat Lamb Chops,194.49,64
7751,Deluxe Bath Mouthwash,157.49,68
7752,Imported Clean Floor Wax,419.5,72
7753,Natural Office Highlighter,67.75,76
7754,Organic Tech Earphones,1566.0,80
7755,Premium Pet Cat Food 1kg,175.99,84
7756,Roasted Coffee Espresso Beans,369.5,88
7757,Sweet Tea Hibiscus Leaves,470.49,92
7758,Light Snack Popcorn Bag,102.75,96
7759,Special Drink Juice Box,180.99,1
7760,Local Bakery Banana Bread,214.25,5
7761,Roasted Coffee Cappuccino Sticks,651.0,48
7762,Sweet Tea Jasmine Pearls,494.24,52
7763,Light Snack Trail Mix,148.74,56
7764,Special Drink Sports Drink,182.74,60
7765,Local Bakery Cinnamon Roll,174.25,64
7766,Fresh Dairy Greek Yogurt,241.24,68
7767,Classic Pantry Soy Sauce 1L,205.0,72
7768,Original Frozen Frozen Pizza,126.24,76
7769,Salted Produce Garlic Bulb,79.0,80
7770,Spicy Meat Lamb Chops,197.74,84
7771,Deluxe Bath Mouthwash,160.74,88
7772,Imported Clean Floor Wax,422.75,92
7773,Natural Office Highlighter,71.0,96
7774,Organic Tech Earphones,1569.25,1
7775,Premium Pet Cat Food 1kg,179.24,5
7776,Roasted Coffee Espresso Beans,372.75,9
7777,Sweet Tea Hibiscus Leaves,473.74,13
7778,Light Snack Popcorn Bag,106.0,17
7779,Special Drink Juice Box,184.24,21
7780,Local Bakery Banana Bread,217.5,25
7781,Roasted Coffee Cappuccino Sticks,654.25,68
7782,Sweet Tea Jasmine Pearls,497.49,72
7783,Light Snack Trail Mix,151.99,76
7784,Special Drink Sports Drink,185.99,80
7785,Local Bakery Cinnamon Roll,177.5,84
7786,Fresh Dairy Greek Yogurt,244.49,88
7787,Classic Pantry Soy Sauce 1L,208.25,92
7788,Original Frozen Frozen Pizza,129.49,96
7789,Salted Produce Garlic Bulb,82.25,1
7790,Spicy Meat Lamb Chops,200.99,5
7791,Deluxe Bath Mouthwash,163.99,9
7792,Imported Clean Floor Wax,426.0,13
7793,Natural Office Highlighter,74.25,17
7794,Organic Tech Earphones,1572.5,21
7795,Premium Pet Cat Food 1kg,182.49,25
7796,Roasted Coffee Espresso Beans,376.0,29
7797,Sweet Tea Hibiscus Leaves,476.99,33
7798,Light Snack Popcorn Bag,109.25,37
7799,Special Drink Juice Box,187.49,41
7800,Local Bakery Banana Bread,220.75,45
7801,Roasted Coffee Cappuccino Sticks,657.5,88
7802,Sweet Tea Jasmine Pearls,500.74,92
7803,Light Snack Trail Mix,155.24,96
7804,Special Drink Sports Drink,189.24,1
7805,Local Bakery Cinnamon Roll,180.75,5
7806,Fresh Dairy Greek Yogurt,247.74,9
7807,Classic Pantry Soy Sauce 1L,211.5,13
7808,Original Frozen Frozen Pizza,132.74,17
7809,Salted Produce Garlic Bulb,85.5,21
7810,Spicy Meat Lamb Chops,204.24,25
7811,Deluxe Bath Mouthwash,167.24,29
7812,Imported Clean Floor Wax,429.25,33
7813,Natural Office Highlighter,77.5,37
7814,Organic Tech Earphones,1575.75,41
7815,Premium Pet Cat Food 1kg,185.74,45
7816,Roasted Coffee Espresso Beans,379.25,49
7817,Sweet Tea Hibiscus Leaves,480.24,53
7818,Light Snack Popcorn Bag,112.5,57
7819,Special Drink Juice Box,190.74,61
7820,Local Bakery Banana Bread,224.0,65
7821,Roasted Coffee Cappuccino Sticks,660.75,9
7822,Sweet Tea Jasmine Pearls,503.99,13
7823,Light Snack Trail Mix,158.49,17
7824,Special Drink Sports Drink,192.49,21
7825,Local Bakery Cinnamon Roll,184.0,25
7826,Fresh Dairy Greek Yogurt,250.99,29
7827,Classic Pantry Soy Sauce 1L,214.75,33
7828,Original Frozen Frozen Pizza,135.99,37
7829,Salted Produce Garlic Bulb,88.75,41
7830,Spicy Meat Lamb Chops,207.49,45
7831,Deluxe Bath Mouthwash,170.49,49
7832,Imported Clean Floor Wax,432.5,53
7833,Natural Office Highlighter,80.75,57
7834,Organic Tech Earphones,1579.0,61
7835,Premium Pet Cat Food 1kg,188.99,65
7836,Roasted Coffee Espresso Beans,382.5,69
7837,Sweet Tea Hibiscus Leaves,483.49,73
7838,Light Snack Popcorn Bag,115.75,77
7839,Special Drink Juice Box,193.99,81
7840,Local Bakery Banana Bread,204.5,85
7841,Roasted Coffee Cappuccino Sticks,641.25,29
7842,Sweet Tea Jasmine Pearls,484.49,33
7843,Light Snack Trail Mix,138.99,37
7844,Special Drink Sports Drink,172.99,41
7845,Local Bakery Cinnamon Roll,164.5,45
7846,Fresh Dairy Greek Yogurt,231.49,49
7847,Classic Pantry Soy Sauce 1L,195.25,53
7848,Original Frozen Frozen Pizza,116.49,57
7849,Salted Produce Garlic Bulb,69.25,61
7850,Spicy Meat Lamb Chops,187.99,65
7851,Deluxe Bath Mouthwash,150.99,69
7852,Imported Clean Floor Wax,413.0,73
7853,Natural Office Highlighter,61.25,77
7854,Organic Tech Earphones,1559.5,81
7855,Premium Pet Cat Food 1kg,169.49,85
7856,Roasted Coffee Espresso Beans,363.0,89
7857,Sweet Tea Hibiscus Leaves,463.99,93
7858,Light Snack Popcorn Bag,96.25,97
7859,Special Drink Juice Box,174.49,2
7860,Local Bakery Banana Bread,207.75,6
7861,Roasted Coffee Cappuccino Sticks,644.5,49
7862,Sweet Tea Jasmine Pearls,487.74,53
7863,Light Snack Trail Mix,142.24,57
7864,Special Drink Sports Drink,176.24,61
7865,Local Bakery Cinnamon Roll,167.75,65
7866,Fresh Dairy Greek Yogurt,234.74,69
7867,Classic Pantry Soy Sauce 1L,198.5,73
7868,Original Frozen Frozen Pizza,119.74,77
7869,Salted Produce Garlic Bulb,72.5,81
7870,Spicy Meat Lamb Chops,191.24,85
7871,Deluxe Bath Mouthwash,154.24,89
7872,Imported Clean Floor Wax,416.25,93
7873,Natural Office Highlighter,64.5,97
7874,Organic Tech Earphones,1562.75,2
7875,Premium Pet Cat Food 1kg,172.74,6
7876,Roasted Coffee Espresso Beans,366.25,10
7877,Sweet Tea Hibiscus Leaves,467.24,14
7878,Light Snack Popcorn Bag,99.5,18
7879,Special Drink Juice Box,177.74,22
7880,Local Bakery Banana Bread,211.0,26
7881,Roasted Coffee Cappuccino Sticks,647.75,69
7882,Sweet Tea Jasmine Pearls,490.99,73
7883,Light Snack Trail Mix,145.49,77
7884,Special Drink Sports Drink,179.49,81
7885,Local Bakery Cinnamon Roll,171.0,85
7886,Fresh Dairy Greek Yogurt,237.99,89
7887,Classic Pantry Soy Sauce 1L,201.75,93
7888,Original Frozen Frozen Pizza,122.99,97
7889,Salted Produce Garlic Bulb,75.75,2
7890,Spicy Meat Lamb Chops,194.49,6
7891,Deluxe Bath Mouthwash,157.49,10
7892,Imported Clean Floor Wax,419.5,14
7893,Natural Office Highlighter,67.75,18
7894,Organic Tech Earphones,1566.0,22
7895,Premium Pet Cat Food 1kg,175.99,26
7896,Roasted Coffee Espresso Beans,369.5,30
7897,Sweet Tea Hibiscus Leaves,470.49,34
7898,Light Snack Popcorn Bag,102.75,38
7899,Special Drink Juice Box,180.99,42
7900,Local Bakery Banana Bread,214.25,46
7901,Roasted Coffee Cappuccino Sticks,651.0,89
7902,Sweet Tea Jasmine Pearls,494.24,93
7903,Light Snack Trail Mix,148.74,97
7904,Special Drink Sports Drink,182.74,2
7905,Local Bakery Cinnamon Roll,174.25,6
7906,Fresh Dairy Greek Yogurt,241.24,10
7907,Classic Pantry Soy Sauce 1L,205.0,14
7908,Original Frozen Frozen Pizza,126.24,18
7909,Salted Produce Garlic Bulb,79.0,22
7910,Spicy Meat Lamb Chops,197.74,26
7911,Deluxe Bath Mouthwash,160.74,30
7912,Imported Clean Floor Wax,422.75,34
7913,Natural Office Highlighter,71.0,38
7914,Organic Tech Earphones,1569.25,42
7915,Premium Pet Cat Food 1kg,179.24,46
7916,Roasted Coffee Espresso Beans,372.75,50
7917,Sweet Tea Hibiscus Leaves,473.74,54
7918,Light Snack Popcorn Bag,106.0,58
7919,Special Drink Juice Box,184.24,62
7920,Local Bakery Banana Bread,217.5,66
7921,Roasted Coffee Cappuccino Sticks,654.25,10
7922,Sweet Tea Jasmine Pearls,497.49,14
7923,Light Snack Trail Mix,151.99,18
7924,Special Drink Sports Drink,185.99,22
7925,Local Bakery Cinnamon Roll,177.5,26
7926,Fresh Dairy Greek Yogurt,244.49,30
7927,Classic Pantry Soy Sauce 1L,208.25,34
7928,Original Frozen Frozen Pizza,129.49,38
7929,Salted Produce Garlic Bulb,82.25,42
7930,Spicy Meat Lamb Chops,200.99,46
7931,Deluxe Bath Mouthwash,163.99,50
7932,Imported Clean Floor Wax,426.0,54
7933,Natural Office Highlighter,74.25,58
7934,Organic Tech Earphones,1572.5,62
7935,Premium Pet Cat Food 1kg,182.49,66
7936,Roasted Coffee Espresso Beans,376.0,70
7937,Sweet Tea Hibiscus Leaves,476.99,74
7938,Light Snack Popcorn Bag,109.25,78
7939,Special Drink Juice Box,187.49,82
7940,Local Bakery Banana Bread,220.75,86
7941,Roasted Coffee Cappuccino Sticks,657.5,30
7942,Sweet Tea Jasmine Pearls,500.74,34
7943,Light Snack Trail Mix,155.24,38
7944,Special Drink Sports Drink,189.24,42
7945,Local Bakery Cinnamon Roll,180.75,46
7946,Fresh Dairy Greek Yogurt,247.74,50
7947,Classic Pantry Soy Sauce 1L,211.5,54
7948,Original Frozen Frozen Pizza,132.74,58
7949,Salted Produce Garlic Bulb,85.5,62
7950,Spicy Meat Lamb Chops,204.24,66
7951,Deluxe Bath Mouthwash,167.24,70
7952,Imported Clean Floor Wax,429.25,74
7953,Natural Office Highlighter,77.5,78
7954,Organic Tech Earphones,1575.75,82
7955,Premium Pet Cat Food 1kg,185.74,86
7956,Roasted Coffee Espresso Beans,379.25,90
7957,Sweet Tea Hibiscus Leaves,480.24,94
7958,Light Snack Popcorn Bag,112.5,98
7959,Special Drink Juice Box,190.74,3
7960,Local Bakery Banana Bread,224.0,7
7961,Roasted Coffee Cappuccino Sticks,660.75,50
7962,Sweet Tea Jasmine Pearls,503.99,54
7963,Light Snack Trail Mix,158.49,58
7964,Special Drink Sports Drink,192.49,62
7965,Local Bakery Cinnamon Roll,184.0,66
7966,Fresh Dairy Greek Yogurt,250.99,70
7967,Classic Pantry Soy Sauce 1L,214.75,74
7968,Original Frozen Frozen Pizza,135.99,78
7969,Salted Produce Garlic Bulb,88.75,82
7970,Spicy Meat Lamb Chops,207.49,86
7971,Deluxe Bath Mouthwash,170.49,90
7972,Imported Clean Floor Wax,432.5,94
7973,Natural Office Highlighter,80.75,98
7974,Organic Tech Earphones,1579.0,3
7975,Premium Pet Cat Food 1kg,188.99,7
7976,Roasted Coffee Espresso Beans,382.5,11
7977,Sweet Tea Hibiscus Leaves,483.49,15
7978,Light Snack Popcorn Bag,115.75,19
7979,Special Drink Juice Box,193.99,23
7980,Local Bakery Banana Bread,204.5,27
7981,Roasted Coffee Cappuccino Sticks,641.25,70
7982,Sweet Tea Jasmine Pearls,484.49,74
7983,Light Snack Trail Mix,138.99,78
7984,Special Drink Sports Drink,172.99,82
7985,Local Bakery Cinnamon Roll,164.5,86
7986,Fresh Dairy Greek Yogurt,231.49,90
7987,Classic Pantry Soy Sauce 1L,195.25,94
7988,Original Frozen Frozen Pizza,116.49,98
7989,Salted Produce Garlic Bulb,69.25,3
7990,Spicy Meat Lamb Chops,187.99,7
7991,Deluxe Bath Mouthwash,150.99,11
7992,Imported Clean Floor Wax,413.0,15
7993,Natural Office Highlighter,61.25,19
7994,Organic Tech Earphones,1559.5,23
7995,Premium Pet Cat Food 1kg,169.49,27
7996,Roasted Coffee Espresso Beans,363.0,31
7997,Sweet Tea Hibiscus Leaves,463.99,35
7998,Light Snack Popcorn Bag,96.25,39
7999,Special Drink Juice Box,174.49,43
8000,Local Bakery Banana Bread,207.75,47
8001,Roasted Coffee Cappuccino Sticks,644.5,90
8002,Sweet Tea Jasmine Pearls,487.74,94
8003,Light Snack Trail Mix,142.24,98
8004,Special Drink Sports Drink,176.24,3
8005,Local Bakery Cinnamon Roll,167.75,7
8006,Fresh Dairy Greek Yogurt,234.74,11
8007,Classic Pantry Soy Sauce 1L,198.5,15
8008,Original Frozen Frozen Pizza,119.74,19
8009,Salted Produce Garlic Bulb,72.5,23
8010,Spicy Meat Lamb Chops,191.24,27
8011,Deluxe Bath Mouthwash,154.24,31
8012,Imported Clean Floor Wax,416.25,35
8013,Natural Office Highlighter,64.5,39
8014,Organic Tech Earphones,1562.75,43
8015,Premium Pet Cat Food 1kg,172.74,47
8016,Roasted Coffee Espresso Beans,366.25,51
8017,Sweet Tea Hibiscus Leaves,467.24,55
8018,Light Snack Popcorn Bag,99.5,59
8019,Special Drink Juice Box,177.74,63
8020,Local Bakery Banana Bread,211.0,67
8021,Roasted Coffee Cappuccino Sticks,647.75,11
8022,Sweet Tea Jasmine Pearls,490.99,15
8023,Light Snack Trail Mix,145.49,19
8024,Special Drink Sports Drink,179.49,23
8025,Local Bakery Cinnamon Roll,171.0,27
8026,Fresh Dairy Greek Yogurt,237.99,31
8027,Classic Pantry Soy Sauce 1L,201.75,35
8028,Original Frozen Frozen Pizza,122.99,39
8029,Salted Produce Garlic Bulb,75.75,43
8030,Spicy Meat Lamb Chops,194.49,47
8031,Deluxe Bath Mouthwash,157.49,51
8032,Imported Clean Floor Wax,419.5,55
8033,Natural Office Highlighter,67.75,59
8034,Organic Tech Earphones,1566.0,63
8035,Premium Pet Cat Food 1kg,175.99,67
8036,Roasted Coffee Espresso Beans,369.5,71
8037,Sweet Tea Hibiscus Leaves,470.49,75
8038,Light Snack Popcorn Bag,102.75,79
8039,Special Drink Juice Box,180.99,83
8040,Local Bakery Banana Bread,214.25,87
8041,Roasted Coffee Cappuccino Sticks,651.0,31
8042,Sweet Tea Jasmine Pearls,494.24,35
8043,Light Snack Trail Mix,148.74,39
8044,Special Drink Sports Drink,182.74,43
8045,Local Bakery Cinnamon Roll,174.25,47
8046,Fresh Dairy Greek Yogurt,241.24,51
8047,Classic Pantry Soy Sauce 1L,205.0,55
8048,Original Frozen Frozen Pizza,126.24,59
8049,Salted Produce Garlic Bulb,79.0,63
8050,Spicy Meat Lamb Chops,197.74,67
8051,Deluxe Bath Mouthwash,160.74,71
8052,Imported Clean Floor Wax,422.75,75
8053,Natural Office Highlighter,71.0,79
8054,Organic Tech Earphones,1569.25,83
8055,Premium Pet Cat Food 1kg,179.24,87
8056,Roasted Coffee Espresso Beans,372.75,91
8057,Sweet Tea Hibiscus Leaves,473.74,95
8058,Light Snack Popcorn Bag,106.0,99
8059,Special Drink Juice Box,184.24,4
8060,Local Bakery Banana Bread,217.5,8
8061,Roasted Coffee Cappuccino Sticks,654.25,51
8062,Sweet Tea Jasmine Pearls,497.49,55
8063,Light Snack Trail Mix,151.99,59
8064,Special Drink Sports Drink,185.99,63
8065,Local Bakery Cinnamon Roll,177.5,67
8066,Fresh Dairy Greek Yogurt,244.49,71
8067,Classic Pantry Soy Sauce 1L,208.25,75
8068,Original Frozen Frozen Pizza,129.49,79
8069,Salted Produce Garlic Bulb,82.25,83
8070,Spicy Meat Lamb Chops,200.99,87
8071,Deluxe Bath Mouthwash,163.99,91
8072,Imported Clean Floor Wax,426.0,95
8073,Natural Office Highlighter,74.25,99
8074,Organic Tech Earphones,1572.5,4
8075,Premium Pet Cat Food 1kg,182.49,8
8076,Roasted Coffee Espresso Beans,376.0,12
8077,Sweet Tea Hibiscus Leaves,476.99,16
8078,Light Snack Popcorn Bag,109.25,20
8079,Special Drink Juice Box,187.49,24
8080,Local Bakery Banana Bread,220.75,28
8081,Roasted Coffee Cappuccino Sticks,657.5,71
8082,Sweet Tea Jasmine Pearls,500.74,75
8083,Light Snack Trail Mix,155.24,79
8084,Special Drink Sports Drink,189.24,83
8085,Local Bakery Cinnamon Roll,180.75,87
8086,Fresh Dairy Greek Yogurt,247.74,91
8087,Classic Pantry Soy Sauce 1L,211.5,95
8088,Original Frozen Frozen Pizza,132.74,99
8089,Salted Produce Garlic Bulb,85.5,4
8090,Spicy Meat Lamb Chops,204.24,8
8091,Deluxe Bath Mouthwash,167.24,12
8092,Imported Clean Floor Wax,429.25,16
8093,Natural Office Highlighter,77.5,20
8094,Organic Tech Earphones,1575.75,24
8095,Premium Pet Cat Food 1kg,185.74,28
8096,Roasted Coffee Espresso Beans,379.25,32
8097,Sweet Tea Hibiscus Leaves,480.24,36
8098,Light Snack Popcorn Bag,112.5,40
8099,Special Drink Juice Box,190.74,44
8100,Local Bakery Banana Bread,224.0,48
8101,Roasted Coffee Cappuccino Sticks,660.75,91
8102,Sweet Tea Jasmine Pearls,503.99,95
8103,Light Snack Trail Mix,158.49,99
8104,Special Drink Sports Drink,192.49,4
8105,Local Bakery Cinnamon Roll,184.0,8
8106,Fresh Dairy Greek Yogurt,250.99,12
8107,Classic Pantry Soy Sauce 1L,214.75,16
8108,Original Frozen Frozen Pizza,135.99,20
8109,Salted Produce Garlic Bulb,88.75,24
8110,Spicy Meat Lamb Chops,207.49,28
8111,Deluxe Bath Mouthwash,170.49,32
8112,Imported Clean Floor Wax,432.5,36
8113,Natural Office Highlighter,80.75,40
8114,Organic Tech Earphones,1579.0,44
8115,Premium Pet Cat Food 1kg,188.99,48
8116,Roasted Coffee Espresso Beans,382.5,52
8117,Sweet Tea Hibiscus Leaves,483.49,56
8118,Light Snack Popcorn Bag,115.75,60
8119,Special Drink Juice Box,193.99,64
8120,Local Bakery Banana Bread,204.5,68
8121,Roasted Coffee Cappuccino Sticks,641.25,12
8122,Sweet Tea Jasmine Pearls,484.49,16
8123,Light Snack Trail Mix,138.99,20
8124,Special Drink Sports Drink,172.99,24
8125,Local Bakery Cinnamon Roll,164.5,28
8126,Fresh Dairy Greek Yogurt,231.49,32
8127,Classic Pantry Soy Sauce 1L,195.25,36
8128,Original Frozen Frozen Pizza,116.49,40
8129,Salted Produce Garlic Bulb,69.25,44
8130,Spicy Meat Lamb Chops,187.99,48
8131,Deluxe Bath Mouthwash,150.99,52
8132,Imported Clean Floor Wax,413.0,56
8133,Natural Office Highlighter,61.25,60
8134,Organic Tech Earphones,1559.5,64
8135,Premium Pet Cat Food 1kg,169.49,68
8136,Roasted Coffee Espresso Beans,363.0,72
8137,Sweet Tea Hibiscus Leaves,463.99,76
8138,Light Snack Popcorn Bag,96.25,80
8139,Special Drink Juice Box,174.49,84
8140,Local Bakery Banana Bread,207.75,88
8141,Roasted Coffee Cappuccino Sticks,644.5,32
8142,Sweet Tea Jasmine Pearls,487.74,36
8143,Light Snack Trail Mix,142.24,40
8144,Special Drink Sports Drink,176.24,44
8145,Local Bakery Cinnamon Roll,167.75,48
8146,Fresh Dairy Greek Yogurt,234.74,52
8147,Classic Pantry Soy Sauce 1L,198.5,56
8148,Original Frozen Frozen Pizza,119.74,60
8149,Salted Produce Garlic Bulb,72.5,64
8150,Spicy Meat Lamb Chops,191.24,68
8151,Deluxe Bath Mouthwash,154.24,72
8152,Imported Clean Floor Wax,416.25,76
8153,Natural Office Highlighter,64.5,80
8154,Organic Tech Earphones,1562.75,84
8155,Premium Pet Cat Food 1kg,172.74,88
8156,Roasted Coffee Espresso Beans,366.25,92
8157,Sweet Tea Hibiscus Leaves,467.24,96
8158,Light Snack Popcorn Bag,99.5,1
8159,Special Drink Juice Box,177.74,5
8160,Local Bakery Banana Bread,211.0,9
8161,Roasted Coffee Cappuccino Sticks,647.75,52
8162,Sweet Tea Jasmine Pearls,490.99,56
8163,Light Snack Trail Mix,145.49,60
8164,Special Drink Sports Drink,179.49,64
8165,Local Bakery Cinnamon Roll,171.0,68
8166,Fresh Dairy Greek Yogurt,237.99,72
8167,Classic Pantry Soy Sauce 1L,201.75,76
8168,Original Frozen Frozen Pizza,122.99,80
8169,Salted Produce Garlic Bulb,75.75,84
8170,Spicy Meat Lamb Chops,194.49,88
8171,Deluxe Bath Mouthwash,157.49,92
8172,Imported Clean Floor Wax,419.5,96
8173,Natural Office Highlighter,67.75,1
8174,Organic Tech Earphones,1566.0,5
8175,Premium Pet Cat Food 1kg,175.99,9
8176,Roasted Coffee Espresso Beans,369.5,13
8177,Sweet Tea Hibiscus Leaves,470.49,17
8178,Light Snack Popcorn Bag,102.75,21
8179,Special Drink Juice Box,180.99,25
8180,Local Bakery Banana Bread,214.25,29
8181,Roasted Coffee Cappuccino Sticks,651.0,72
8182,Sweet Tea Jasmine Pearls,494.24,76
8183,Light Snack Trail Mix,148.74,80
8184,Special Drink Sports Drink,182.74,84
8185,Local Bakery Cinnamon Roll,174.25,88
8186,Fresh Dairy Greek Yogurt,241.24,92
8187,Classic Pantry Soy Sauce 1L,205.0,96
8188,Original Frozen Frozen Pizza,126.24,1
8189,Salted Produce Garlic Bulb,79.0,5
8190,Spicy Meat Lamb Chops,197.74,9
8191,Deluxe Bath Mouthwash,160.74,13
8192,Imported Clean Floor Wax,422.75,17
8193,Natural Office Highlighter,71.0,21
8194,Organic Tech Earphones,1569.25,25
8195,Premium Pet Cat Food 1kg,179.24,29
8196,Roasted Coffee Espresso Beans,372.75,33
8197,Sweet Tea Hibiscus Leaves,473.74,37
8198,Light Snack Popcorn Bag,106.0,41
8199,Special Drink Juice Box,184.24,45
8200,Local Bakery Banana Bread,217.5,49
8201,Roasted Coffee Cappuccino Sticks,654.25,92
8202,Sweet Tea Jasmine Pearls,497.49,96
8203,Light Snack Trail Mix,151.99,1
8204,Special Drink Sports Drink,185.99,5
8205,Local Bakery Cinnamon Roll,177.5,9
8206,Fresh Dairy Greek Yogurt,244.49,13
8207,Classic Pantry Soy Sauce 1L,208.25,17
8208,Original Frozen Frozen Pizza,129.49,21
8209,Salted Produce Garlic Bulb,82.25,25
8210,Spicy Meat Lamb Chops,200.99,29
8211,Deluxe Bath Mouthwash,163.99,33
8212,Imported Clean Floor Wax,426.0,37
8213,Natural Office Highlighter,74.25,41
8214,Organic Tech Earphones,1572.5,45
8215,Premium Pet Cat Food 1kg,182.49,49
8216,Roasted Coffee Espresso Beans,376.0,53
8217,Sweet Tea Hibiscus Leaves,476.99,57
8218,Light Snack Popcorn Bag,109.25,61
8219,Special Drink Juice Box,187.49,65
8220,Local Bakery Banana Bread,220.75,69
8221,Roasted Coffee Cappuccino Sticks,657.5,13
8222,Sweet Tea Jasmine Pearls,500.74,17
8223,Light Snack Trail Mix,155.24,21
8224,Special Drink Sports Drink,189.24,25
8225,Local Bakery Cinnamon Roll,180.75,29
8226,Fresh Dairy Greek Yogurt,247.74,33
8227,Classic Pantry Soy Sauce 1L,211.5,37
8228,Original Frozen Frozen Pizza,132.74,41
8229,Salted Produce Garlic Bulb,85.5,45
8230,Spicy Meat Lamb Chops,204.24,49
8231,Deluxe Bath Mouthwash,167.24,53
8232,Imported Clean Floor Wax,429.25,57
8233,Natural Office Highlighter,77.5,61
8234,Organic Tech Earphones,1575.75,65
8235,Premium Pet Cat Food 1kg,185.74,69
8236,Roasted Coffee Espresso Beans,379.25,73
8237,Sweet Tea Hibiscus Leaves,480.24,77
8238,Light Snack Popcorn Bag,112.5,81
8239,Special Drink Juice Box,190.74,85
8240,Local Bakery Banana Bread,224.0,89
8241,Roasted Coffee Cappuccino Sticks,660.75,33
8242,Sweet Tea Jasmine Pearls,503.99,37
8243,Light Snack Trail Mix,158.49,41
8244,Special Drink Sports Drink,192.49,45
8245,Local Bakery Cinnamon Roll,184.0,49
8246,Fresh Dairy Greek Yogurt,250.99,53
